en_sentence,ko_sentence,emotion
ill still need chemo but at least i can feel relatively reassured about my prospects,나는 여전히 화학 요법이 필요하지만 적어도 내 전망에 대해 비교적 안심할 수 있다.,joy
i feel the skeptical looks and eye rolls when we say we need a bigger house after all we re dinks double income no kids which is prettymuch the most awesome acronym ever,나는 우리가 더 큰 집이 필요하다고 말할 때 회의적인 표정과 눈동자를 느낀다. 결국 우리는 맞벌이를 하지 않는다. 아이들은 없다. 이것은 가장 멋진 약어이다.,fear
i feel hated i feel like i dont belong and more and more i feel that i want to die,나는 내가 속해 있지 않다고 느끼고 점점 더 죽고 싶다고 느낀다.,anger
im not feeling obnoxious with myself anymore,나는 더 이상 나 자신에게 불쾌감을 느끼지 않는다.,anger
i feel after venting to a notebook is amazing,나는 노트북에 토하고 난 후가 놀랍다고 느낀다.,joy
im choosing to feel bad and should stop is absolutely ludicrous,나는 기분이 나쁘기로 선택했고 멈춰야 한다. 정말 터무니없다.,sadness
i function best with a lot on my plate and feel very uncomfortable with my life if i have nothing to do,나는 내 접시에 많은 것이 있는 것이 가장 잘 기능하고 할 일이 없으면 내 삶에 매우 불편함을 느낀다.,fear
im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,나는 네가 우리가 안티파스티로 너무 모험적이라고 느꼈다고 말할 수 있다고 확신하지만 나는 프로슈이토가 들어간 모짜렐라가 꽤 괜찮다는 것을 발견했다.,joy
i feel like there is so much more i could be doing for the community and loving children is what i excel at,나는 내가 지역사회를 위해 할 수 있는 것이 더 많다고 느끼고 아이들을 사랑하는 것이 내가 잘하는 것이다.,love
i feel frightened in a kind of a raw way,나는 약간 원색적으로 두려움을 느낀다.,fear
i have had the luxury of expressing myself and my feelings without the fear of getting beaten up or scolded,나는 얻어맞거나 혼날 염려 없이 나 자신과 내 감정을 표현할 수 있는 사치를 누렸다.,sadness
i am most defensive when i feel most threatened,나는 내가 가장 위협을 느낄 때 가장 방어적이다.,fear
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,나는 종종 내가 머무는 오두막에 혼자 있었다. 나는 한밤중에 바스락거리는 소리에 깼다.,fear
i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,나는 우연히 분위기를 느끼고 블로그 스팟에 뛰어들었다가 놀란 것은 개요였다 ㅋㅋ,surprise
i really feel devastated seeing him witness these things around him,나는 그가 주변에서 이런 것들을 목격하는 것을 보고 정말 망연자실하다.,sadness
im trying to give it my good old space feeling but rest assured that will change at some point,"나는 그것에 나의 좋은 옛 공간 느낌을 주려고 노력하고 있지만, 언젠가 바뀔 것이라는 확신을 가져라.",joy
i wish i knew how he was really feeling aside from reading the nervous twitches,나는 신경질적인 경련을 읽는 것 말고도 그가 정말로 어떻게 느끼는지 알았으면 좋겠다.,fear
i feel hopeful like things are going to be great and like things are great,나는 모든 것이 잘 될 것 같고 모든 것이 잘 될 것 같은 희망을 느낀다.,joy
i said on fb i was feeling strangely discontent tonight,나는 FBI에서 오늘 밤 이상하게 불만을 느끼고 있다고 말했다.,sadness
im incredibly sensitive to the cold and as such i feel that its an extremely unpleasant thing to be exposed to,나는 믿을 수 없을 정도로 추위에 민감하고 그래서 나는 그것이 노출되기 매우 불쾌한 것이라고 느낀다.,sadness
i started to mess around something must have distracted me cause now im feeling playful,나는 지금 장난을 치기 때문에 무언가가 나를 산만하게 했음에 틀림없다.,joy
i feel scared and worthless when someone doesn t love me,누군가가 나를 사랑하지 않을 때 나는 두렵고 가치 없다고 느낀다.,fear
i feel my mom is simply feeling greedy is the lack of this reaction when her mom left the same type of will,나는 우리 엄마가 단순히 욕심을 느끼고 있다고 느낀다. 그녀의 엄마가 같은 종류의 의지를 떠났을 때 이 반응이 부족했기 때문이다.,anger
i tend to agree and so when i feel the burn i call forth for you my aching siren s song echoing through the years and dark leaves until you arrive wet with rain and anticipation,나는 동의하는 경향이 있다. 그래서 내가 화상을 느낄 때 나는 수년간 울려 퍼지는 나의 아픈 사이렌 노래와 당신이 비와 기대에 젖어 도착할 때까지 어두운 나뭇잎을 너에게 부른다.,sadness
i have to admit that i was feeling distracted by the fact that i was blocking traffic,나는 내가 교통을 막고 있다는 사실에 산만함을 느꼈다는 것을 인정해야 한다.,anger
i feel like there are as many theories about the attacks as there is about aids and i really dont feel like that is at all acceptable,나는 원조에 대한 이론만큼 공격에 대한 많은 이론이 있다고 느끼고 정말 그것이 전혀 받아들여질 수 있다고 생각하지 않는다.,joy
i feel super antisocial,나는 초 반사회적이라고 느낀다.,joy
i feel a little glad to be distant from others a bit sad,나는 다른 사람들과 조금 멀어지는 것이 조금 기쁘고 슬프다.,joy
i feel extremely needy though i dont feel this way too often,나는 이런 감정을 너무 자주 느끼지는 않지만 극도로 궁핍함을 느낀다.,sadness
i get frustrated i either put him down or give him to todd for a break as well because again i want him to feel peace and calm feelings not frustration,나는 좌절한다. 나는 그를 내려놓거나 토드에게 휴식을 주기도 한다. 왜냐하면 나는 다시 한번 그가 좌절하지 않고 평화롭고 평온한 감정을 느끼기를 원하기 때문이다.,joy
i feel more optimistic about pakistan for now,나는 지금 파키스탄에 대해 더 낙관적이다.,joy
i feel like the last three months are going to go by super quick because we are going to be moving in a few weeks and then just getting situated and then bam,"지난 3개월은 정말 빨리 지나갈 것 같아. 왜냐하면 우리는 몇 주 후에 이사할 예정이고, 그 다음에 그냥 자리를 잡을 거거든.",joy
i just didnt feel like taking her bitchy attitude,나는 그저 그녀의 나쁜 태도를 받아들이고 싶지 않았다.,anger
i was feeling a little nostalgic,나는 약간 향수를 느끼고 있었다.,love
i did not feel in my soul that god has always been faithful to me,나는 신이 항상 나에게 충실했다고 내 영혼에서 느끼지 않았다.,love
i feel all betrayed and disillusioned,나는 모두 배신당하고 환멸을 느낀다.,sadness
i feel loved by family and smiled at by friends,나는 가족들로부터 사랑을 받고 친구들에게 미소를 느낀다.,love
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,나는 내 뇌가 폭발하고 모든 적절한 의사 결정 기술을 잔해 속에서 잃어버리는 완벽한 집을 갖는 것에 대해 서두르거나 압도당하고 있다.,anger
i lay myself raw and bare and let the enemies attack me for feeling so emotional over something they feel is silly because i want to be honest with myself and others,나는 나 자신을 벌거벗고 드러눕고 적들이 그들이 느끼는 무언가에 대해 너무 감정적으로 느끼는 나를 공격하도록 내버려두었다. 왜냐하면 나는 나 자신과 다른 사람들에게 정직하고 싶기 때문이다.,sadness
i tend to feel a bit cranky when i ve gone for a few days without making art,나는 예술을 만들지 않고 며칠 동안 갔을 때 약간 짜증을 느끼는 경향이 있다.,anger
i feel unimportant so inadequate,나는 중요하지 않다고 느껴서 너무 부적절해.,sadness
i would like you to start with asking yourself these questions with you feel stressed,나는 네가 스트레스를 느끼면서 스스로에게 이 질문들을 하는 것으로 시작했으면 좋겠다.,anger
i fucking love christmas so i ve compiled a list of fun things going on in the ol smoke to get you feeling festive,나는 빌어먹을 크리스마스를 좋아해서 네가 축제 기분을 느끼게 하기 위해 오래된 연기 속에서 일어나는 재미있는 일들의 목록을 작성했어.,joy
